,,,,,,Total of Displayed Rows,,,"145,106,561","691,533","145,798,094","147,609,685","65,462,721","213,072,406","219,868,448","124,897,313","344,765,761",
Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2025 Actuals,FY 2025 Reconciliation,FY 2025 Total,FY 2026 Discretionary Enacted,FY 2026 PL 119-21 Spend Plan,FY 2026 Total,FY 2027 Discretionary Request,FY 2027 Mandatory Request,FY 2027 Total,Classification
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,160,0605180N,TACAMO Modernization,Y,"727,931",,"727,931","1,043,978",,"1,043,978","1,662,723",,"1,662,723",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,161,0605212M,CH-53K RDTE,Y,"71,398",,"71,398","135,432",,"135,432","139,273",,"139,273",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,162,0605215N,Mission Planning,Y,"113,212",,"113,212","120,255",,"120,255","82,618",,"82,618",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,163,0605217N,Common Avionics,Y,"85,470",,"85,470","67,944",,"67,944","133,855",,"133,855",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,164,0605220N,Ship to Shore Connector (SSC),Y,"6,115",,"6,115","15,948","1,688","17,636","4,519",,"4,519",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,165,0605285N,Next Generation Fighter,Y,"437,492",,"437,492","940,493","750,000","1,690,493","68,498","72,115","140,613",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,166,0605414N,Unmanned Carrier Aviation (UCA),Y,"251,254",,"251,254","314,754",,"314,754",,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,167,0605450M,Joint Air-to-Ground Missile (JAGM),Y,"20,027",,"20,027","59,077",,"59,077","189,866",,"189,866",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,168,0605500N,Multi-mission Maritime Aircraft (MMA),Y,"32,992",,"32,992","41,129",,"41,129","87,173",,"87,173",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,169,0605504N,Multi-Mission Maritime (MMA) Increment III,Y,"120,834",,"120,834","103,397",,"103,397","52,951",,"52,951",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,170,0605516N,Long Range Fires,Y,"117,690",,"117,690","138,443",,"138,443","186,735",,"186,735",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,171,0605611M,Marine Corps Assault Vehicles System Development & Demonstration,Y,"44,472",,"44,472","49,471",,"49,471","12,461",,"12,461",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,172,0605813M,Joint Light Tactical Vehicle (JLTV) System Development & Demonstration,Y,"9,934",,"9,934","6,984",,"6,984","2,413",,"2,413",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,173,0204202N,Destroyers Guided Missile (DDG-1000),Y,"216,153",,"216,153","58,817",,"58,817","50,166",,"50,166",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,174,0301377N,Countering Advanced Conventional Weapons (CACW),Y,"19,517",,"19,517","16,906",,"16,906","15,563",,"15,563",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,175,0302315N,Non-Kinetic Countermeasure Support,Y,"8,324",,"8,324","23,818",,"23,818","23,146",,"23,146",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,176,0303267N,Auctioned Spectrum Relocation Fund,Y,"13,443",,"13,443",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,177,0303667N,Citizen Broadband Radio System,Y,"1,473",,"1,473",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,178,0303867N,AMBIT - Post-Auctioned SRF,Y,"84,793",,"84,793",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,179,0303968N,SPP-L3G-7/8Ghz - DSS,Y,"8,290",,"8,290",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,180,0303970N,SPP-L3G-ADSSD,Y,"51,358",,"51,358",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,181,0304785N,ISR & Info Operations,Y,"188,392",,"188,392","177,567",,"177,567","274,478",,"274,478",U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,182,0305282M,Joint Fires Network (JFN),Y,,,,,"35,901","35,901",,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,05,System development and demonstration,183,0306250M,Cyber Operations Technology Development,Y,"7,289",,"7,289","11,936",,"11,936","8,962",,"8,962",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,184,0604256N,Threat Simulator Development,Y,"25,374",,"25,374","25,133",,"25,133","16,453",,"16,453",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,185,0604258N,Target Systems Development,Y,"15,744",,"15,744","16,602",,"16,602","22,653",,"22,653",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,186,0604759N,Major T&E Investment,Y,"65,039",,"65,039","64,842",,"64,842","112,458",,"112,458",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,187,0605152N,Studies and Analysis Support - Navy,Y,"5,534",,"5,534","3,596",,"3,596","4,336",,"4,336",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,188,0605154N,Center for Naval Analyses,Y,"42,277",,"42,277","31,695",,"31,695","28,310",,"28,310",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,189,0605502N,Small Business Innovative Research,Y,"585,723",,"585,723",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,190,0605804N,Technical Information Services,Y,"1,819",,"1,819",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,191,0605853N,"Management, Technical  & International Support",Y,"138,947",,"138,947","133,538","68,292","201,830","124,898",,"124,898",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,192,0605856N,Strategic Technical Support,Y,"3,400",,"3,400","3,709",,"3,709","4,260",,"4,260",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,193,0605863N,RDT&E Ship and Aircraft Support,Y,"150,974",,"150,974","151,479",,"151,479","170,699",,"170,699",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,194,0605864N,Test and Evaluation Support,Y,"476,655",,"476,655","463,725",,"463,725","470,492",,"470,492",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,195,0605865N,Operational Test and Evaluation Capability,Y,"30,032",,"30,032","30,880",,"30,880","31,902",,"31,902",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,196,0605866N,Navy Space and Electronic Warfare (SEW) Support,Y,"22,983",,"22,983","22,563",,"22,563","21,498",,"21,498",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,197,0605867N,SEW Surveillance/Reconnaissance Support,Y,"6,390",,"6,390","7,325",,"7,325","25,144",,"25,144",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,198,0605873M,Marine Corps Program Wide Support,Y,"30,088",,"30,088","28,816",,"28,816","70,013",,"70,013",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,199,0605898N,Management HQ - R&D,Y,"41,405",,"41,405","42,751",,"42,751","33,533",,"33,533",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,200,0606295M,Marine Aviation Developmental Management and Support,Y,"4,922",,"4,922","4,732",,"4,732","19,165",,"19,165",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,201,0606355N,Warfare Innovation Management,Y,"49,590",,"49,590","37,551",,"37,551","35,931",,"35,931",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,202,0606942N,Assessments and Evaluations Cyber Vulnerabilities,Y,,,,,,,"11,282",,"11,282",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,203,0305327N,Insider Threat,Y,"2,920",,"2,920","2,653",,"2,653","2,214",,"2,214",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,204,0902498N,Management Headquarters (Departmental Support Activities),Y,"2,232",,"2,232","2,041",,"2,041","2,054",,"2,054",U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,205,0909980N,Judgment Fund Reimbursement,Y,181,,181,,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,206,0909999N,Financing for Cancelled Account Adjustments,Y,"2,032",,"2,032",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,208,0604840M,F-35 C2D2,Y,"465,005",,"465,005","418,084",,"418,084","469,779","787,779","1,257,558",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,209,0604840N,F-35 C2D2,Y,"451,143",,"451,143","401,262",,"401,262","428,545","688,919","1,117,464",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,210,0605520M,MARINE CORPS AIR DEFENSE WEAPONS SYSTEMS,Y,"82,640",,"82,640","63,863",,"63,863","133,041",,"133,041",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,211,0607658N,Cooperative Engagement Capability (CEC),Y,"138,660",,"138,660","136,436",,"136,436","120,782",,"120,782",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,212,0101221N,Strategic Sub & Weapons System Support,Y,"326,596",,"326,596","828,337",,"828,337","1,051,736",,"1,051,736",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,213,0101224N,SSBN Security Technology Program,Y,"58,663",,"58,663","63,252",,"63,252","65,856",,"65,856",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,214,0101226N,Submarine Acoustic Warfare Development,Y,"99,201",,"99,201","47,701","63,700","111,401","114,279",,"114,279",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,215,0101402N,Navy Strategic Communications,Y,"28,915",,"28,915","52,404",,"52,404","88,572",,"88,572",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,216,0204136N,F/A-18 Squadrons,Y,"328,703",,"328,703","395,927",,"395,927","271,429",,"271,429",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,217,0204228N,Surface Support,Y,"8,419",,"8,419",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,218,0204229N,Tomahawk and Tomahawk Mission Planning Center (TMPC),Y,"163,035",,"163,035","134,177","80,175","214,352","76,653",,"76,653",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,219,0204311N,Integrated Surveillance System,Y,"71,459",,"71,459","71,800",,"71,800","71,901",,"71,901",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,220,0204313N,Ship-Towed Array Surveillance Systems,Y,"1,428",,"1,428","1,990",,"1,990",954,,954,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,221,0204413N,Amphibious Tactical Support Units (Displacement Craft),Y,"2,211",,"2,211",,"1,679","1,679","1,526",,"1,526",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,222,0204460M,Ground/Air Task Oriented Radar (G/ATOR),Y,"39,754",,"39,754","32,045",,"32,045","66,255",,"66,255",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,223,0204571N,Consolidated Training Systems Development,Y,"156,770",,"156,770","199,067",,"199,067","115,839",,"115,839",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,224,0204575N,Electronic Warfare (EW) Readiness Support,Y,"220,689",,"220,689","115,834",,"115,834","198,560",,"198,560",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,225,0205601N,Anti-Radiation Missile Improvement,Y,"21,949",,"21,949","33,659",,"33,659","80,491",,"80,491",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,226,0205620N,Surface ASW Combat System Integration,Y,"28,793",,"28,793",,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,227,0205632N,MK-48 ADCAP,Y,"142,331",,"142,331","53,338","180,000","233,338","123,011",,"123,011",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,228,0205633N,Aviation Improvements,Y,"134,381",,"134,381","138,522",,"138,522","108,505",,"108,505",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,229,0205675N,Operational Nuclear Power Systems,Y,"167,098",,"167,098","209,200",,"209,200","252,893",,"252,893",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,230,0206313M,Marine Corps Communications Systems,Y,"139,757","7,030","146,787","128,384",,"128,384","268,983",,"268,983",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,231,0206335M,Common Aviation Command and Control System (CAC2S),Y,"17,626",,"17,626","17,813",,"17,813",,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,232,0206623M,Marine Corps Ground Combat/Supporting Arms Systems,Y,"69,049",,"69,049","72,552",,"72,552","79,031",,"79,031",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,233,0206624M,Marine Corps Combat Services Support,Y,"34,905",,"34,905","20,419","10,531","30,950","19,915",,"19,915",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,234,0206625M,USMC Intelligence/Electronic Warfare Systems,Y,"37,372",,"37,372","41,789",,"41,789","149,055",,"149,055",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,235,0207161N,Tactical AIM Missiles,Y,"30,668",,"30,668","34,650",,"34,650","122,518",,"122,518",U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,236,0207163N,Advanced Medium Range Air-to-Air Missile (AMRAAM),Y,"29,247",,"29,247","26,286",,"26,286","24,675",,"24,675",U
